@relation Train
@attribute word_tokenize string
@attribute subtask_c {IND,OTH,GRP}
@data
'actual control use polit accus instead remov & amp paid obama promis program arrest kid racist',IND
'that exactli get',IND
'true idiot realli scari peopl vote novemb',IND
'crush beto make look idiot',IND
'crap',IND
'seen antifa burn colleg trash time conserv come speak educ pleas',GRP
'guy',GRP
'shock style justic liber court start serv citizen american great countri',OTH
'damn your fuck',IND
'deal embarrass yeah cant find bathroom',IND
'elect presid doesnt mean earn start serv peopl countri well serv hide pocket give break keep',IND
'nigga keep tryna play side',IND
'happi ( song broken world ) time drop door damn shit littl know ride go fan thank # # #',OTH
'nigga shit gone',IND
'trump fuck asshol think idiot friend hurt need educ educ everyday talk everyday stfu',IND
'forget call actual vote doesnt truli',OTH
'dude serious go sorri liber self antifa protest',IND
'chicago nearli year crook democrat leadership & amp strictest control nation attempt blame feet thinking_fac make mistak democrat # #',IND
'scare american fake democrat platform corrupt ethic problem support treason & amp voter dem actual want health care sensibl control & amp help littl',GRP
'excus hurrican expect hous lean expect honor peopl corrupt continu vote wake swamp need swamp',IND
'support dont need vote',GRP
'even begin respond cant speak full sentenc word limit',IND
'poor liter said fuck babi left daughter babi seat fight',IND
'kid paper towel throw stunt seen around world look ridicul clown nation fail rescu puerto rico',IND
'good seem',IND
'disgrac defend wrong',IND
'ford made # maga mistak escap truth go useless stop # # # maga # wwg1wga # walkaway #',IND
'claim anyway anyth fool bigger',IND
'fuck live',GRP
'corrupt',OTH
'face consequ',GRP
'isnt consid hate speech liber republican said democrat rais kind hell hypocrisi expect',GRP
'even know whole bulli',IND
'think success noth control kid murder school peopl need gun',IND
'right sorri littl',IND
'guess dont know talk proud antifa antifa',OTH
'live chicago think control work face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy loudly_crying_fac',OTH
'thank fucker need hold chanc miss',IND
'time vote spit liber',GRP
'doesnt support better question hell believ someon liber lie 24/7 shit california professor attack lock mani women fake attack sens elect',GRP
'hope dont shot control',IND
'disgust reveal respons care daughter came home said thought go someon tri rape sick person minut america',IND
'that conveni democrat must destroy wife children sake power power allow weapon use conserv',OTH
'liter told thought fake nice bitch ”',IND
'complet idiot',IND
'stink media say antifa black racist white democrat blame violenc stuff',OTH
'worst',IND
'wast time human wast',IND
'album bore took forev make wasnt even close',IND
'she probabl millionair paid money slander ruin someon name away dont want democrat parti pay money peopl make fals accus conserv',GRP
'chang control unconstitut stupid thing law book dumbass',GRP
'there entir idea school shoot fake control law pass',GRP
'think antifa stand fascist decent peopl look histori bigot alway',IND
'yeah antifa noth violent thug assault anyon everyth',IND
'player stand count player',GRP
'couldnt crap except divid countri',IND
'white devil bitch',IND
'hope show bullet hole peopl get thing go happen antifa soon',OTH
'post conserv declar ford liar without evid',GRP
'problem antifa hundr show riot destroy',GRP
'divis nation utter nonsens',OTH
'bitch',IND
'fail realiz even trump support decid forc protest lunat left white antifa realli want keep level rhetor',OTH
'give break wors',OTH
'shit',IND
'fact still nomine disgust',IND
'poor full shit',IND
'grab pussi what problem',IND
'ladi watch night keep good work right god bless heart stand presid mean evil peopl danger want hope chang america',GRP
'liber idiot',GRP
'unfortun control long game hous alway win',IND
'christian fals prophet',IND
'vote kavanaugh commit think presid think abort drug extrem',IND
'sick white liber speak black peopl say love hillari ‘ black live matter appear woke enough keep berni support know didnt care hillari lost trump',GRP
'fuck ad lmao give',GRP
'lmaooo fuck love soon',IND
'guess victim shot rob place moron liber scream control control control self control',IND
'lost process turn clown show protestor democrat paid uneth hate show trump denounc group side true democrat refus denounc antifa democrat domest terror',OTH
'evil',IND
'serv bastard right',IND
'indoctrin program believ everyth # # propaganda tell left act stupid senat hear antifa hate fill',GRP
'fool',OTH
'bitch loudly_crying_fac loudly_crying_fac loudly_crying_fac loudly_crying_fac',IND
'never talk control form',GRP
'“ blame oppon thing guilti pope satanist',IND
'mayb 2020 trump still around ) democrat challeng invit women trump threaten rape debat # fear # # theresist # # maga',IND
'come texa know readi hand gun liber',IND
'cant “ wrong ” evid said agre pretti much everi subject control healthcar that centrist believ',IND
'didnt break campaign law isnt jail didnt promis move wont away',IND
'nobodi want gun want control gun allow',OTH
'polit duck alreadi dead polit',IND
'good bomb seem liber wont ask back career killer rate tank bomb celebr liber',IND
'# polic # train fool tool # maga # mega # mbga # mcga # conserv # patriot',GRP
'white boy stand everi think poster dont # maga # wwg1wga',GRP
'sexi fuck fire fire',IND
'# never # racism know # liber # comment # # must # unit # racism # open # racist decad # # # racism',GRP
'fake news',IND
'lose mind',IND
'case trump aint fuck sexual law dude need court someon describ peopl',IND
'almost year late tri give women right need disgrac embarrass # legal alex right sexual predat victim',IND
'cant hear hear your crazi',IND
'liber illeg immigr dreamer trump support deplor ms13 killer human be human be womb human be antifa protestor abid member terrorist bill clinton feminist brett kavanaugh predat',GRP
'need brought',IND
'right disgust cant tell woman sick',GRP
'disgust littl # maga',IND
'republican actual expect differ call opposit money bribe use bribe',IND
'dickmat ',IND
'doesnt help made stori shouldnt call footbal player right illeg immigr cant support entir nation rule need chang',GRP
'say stupid thing',IND
'realli thing plenti antifa stupid enough believ true first woman antifa seem stupid will signal earli',GRP
'charact assassin favorit weapon liber agre ( like water ) promot violenc & amp support antifa actual state want kill trump support )',IND
'holder idiot',IND
'# child # rape line # trust # cathol # trust # # # peopl # secret # greatawaken # maga',GRP
'advoc control mass immigr cultur your tool globalist',IND
'must condemn antifa spew hate fear toward polic',OTH
'fact # attempt block abort immigr ( want ) tell unfit serv suprem court dont need person law respect',IND
'isnt tori labour access build tori problem labour tori leftist tori suspect pretti abus someon argu left abus',IND
'speak ms13 muslim terrorist black person hold opinion emot snowflak control nazi republican put peopl intern patriot think leav human right patriot tire',GRP
'littl nightmar dream right law control pleas walk',IND
'endors felon felon like shit remind berni said chicago differ regard control need',IND
'ladi idiot complet total liar call bullshit anyon half brain know spew crap',IND
'beto control texa dont hunt liber rememb keep texa united_st',IND
'ford liar & amp left wing radic work georg soro & amp other antifa & amp parti known along',IND
'cancer though year late practic abl play blame suck anyway',IND
'lefti live much trump rolling_on_the_floor_laugh lot human right racism tell rolling_on_the_floor_laugh pile_of_poo pile_of_poo grinning_squinting_fac',IND
'crook',IND
'liber know deep oppress that better racist accord liber dare speak standard debat',GRP
'ahol ',IND
'littl year #',IND
'bitch better serv',IND
'tri rememb dont joke conserv',IND
'kill call control research uneth',OTH
'walk talk that',IND
'work fire comment view damn place',IND
'obama claim economi belong blame economi trump',IND
'still think grinning_squinting_fac face_with_tears_of_joy',IND
'fascist report shitti twitter remov',IND
'blame violenc held account despic disgrac',IND
'liber lie',GRP
'polic state liber love word danger sheep',GRP
'obama rememb destroy imagin give antifa gun wage trump control trump weapon legal coup obama hand',GRP
'think black thank polic behav scari',IND
'rolling_on_the_floor_laugh rolling_on_the_floor_laugh rolling_on_the_floor_laugh everi whole album',IND
'somehow doubt made head',IND
'fuck dare didnt choos haha sure look public bibl whatev intent done want start busi requir public intent',IND
'made control well check talk point last',GRP
'guess didnt know control law',IND
'dead irrelev & amp murder',IND
'fascist alway control media',IND
'still better fuck bore teacher base sexual activ',GRP
