@relation Train
@attribute word_tokenize string
@attribute subtask_a {NOT,OFF}
@data
'sorri think tell truth twitter feed employe get paid',NOT
'anyon support nike antiamerican',NOT
'probabl need control govern tax less',NOT
'think label conserv commun right somehow that suppos make liber',NOT
'creepi',NOT
'much american payer contribut trump corpor golf everi weekend wasnt go golf stop control cost mani student live year realiti congress',NOT
'goodel resign social justic',NOT
'math class charact moral ethic divid truth ( hillari )',NOT
'that need bring control even better shoot foot real well go harass school shoot survivor',OFF
'shame damn',OFF
'# kaepernick squad anytim #',NOT
'wrong white proud & american woman happen white repres soooo done ident polit liber',OFF
'cant good feel need transfer cant help funni feel go save point year never know',NOT
'alreadi mani common sens law book common sens call hold peopl account fail miser parkland left alway want blame owner push control rather honest',NOT
'need quickli music suck care polit view unfortun ignor realiz concert went polit complet ruin complet',OFF
'trump send meme presid bash hilari fold chair',NOT
'mani choos mention peep speak twitter late tweet constantli make laugh make better',NOT
'larg regret look conserv right lean ( perhap even rel speak america ) topic relat transgend relat modern incarn conserv youtub ( peopl refer )',NOT
'think',NOT
'knew flush antifa twitter feel lone',NOT
'safe anyway liar never bottom liar',OFF
'correct watch initi bump sjw next month suffer conserv patient',NOT
'notic much keep look around look littl girl touch disgrac countri # maga',NOT
'crying_fac control vote blue american nightmar',NOT
'yessir ',NOT
'loudly_crying_fac loudly_crying_fac loudly_crying_fac',NOT
'hahahaha mani fake case hate liber made sens elect realli liber anyth want cant realli expect much peopl need safe space attack peopl dont agre',NOT
'accord student spoke condit anonym johnson hall replac even couch #',OFF
'colin clown think go make point spew garbag look higher mayb higher floor offens',OFF
'antifa werent use violenc wouldnt hope joke violenc',NOT
'great cut fiscal polici well # win # maga',NOT
'beto move support home',OFF
'lie come easili liber scari',NOT
'charact call spanish charact',OFF
'week back awesom place aw behaviour adult stare skin fighter month clear confid back blue_heart',NOT
'realiz violent trump support comparison left antifa ring bell',NOT
'understand situat # wwg1wga # maga',NOT
'say bless',NOT
'acknowledg exist time block give break nobodi funni comedian gave away power hate lost almost everyth',OFF
'mention year econom pain refer impos auster',NOT
'weather',NOT
'oper robert mueller',NOT
'side got ta stop',NOT
'fuck alan sorri',OFF
'parti doesnt want',NOT
'suggest thought & amp prayer wouldnt given pictur scienc & amp technolog advanc # scienc',NOT
'damn right there go wrong stuff',NOT
'poor best trump sure',NOT
'good pretti awesom',NOT
'your say peopl oppos democrat antifa nazi claim',NOT
'dont know mean independ media read tell antifa fact violent leftist caus problem protest rightw media paint liber protestor antifa',NOT
'bullshit live daughter goe school cali consid clearli move fraud citizen',OFF
'handsom look beauti behind face_blowing_a_kiss face_blowing_a_kiss face_blowing_a_kiss',NOT
'grow fast loudly_crying_fac',NOT
'your yesterday # fakenew tri make desper obstruct noth # liber & amp # democrat care happen minor high school your victim anoth metoo sexual misconduct baiter',OFF
'concret fact dem good enough',NOT
'good speaker good listen # maga united_st',NOT
'conserv think neocon infiltr success corrupt nearli destroy conservat brainwash decad accept anyth free trade label good anyth',OFF
'sunshin sunshin beating_heart musical_not',NOT
'know shameless muslim socialist still arrog believ think good politician tell mani “ stupid american voter ” gullibl',OFF
'# cnn flame rest liber clueless chang',OFF
'repli think block',NOT
'lame outsid cage killer cage',OFF
'isnt bill lgbt worker bill worker good record lgbt mean play game argu berni vote control impact live black peopl chicago neg',OFF
'ignor best friend deserv fuck follow love heart wait year folded_hands_light_skin_ton folded_hands_light_skin_ton folded_hands_light_skin_ton folded_hands_light_skin_ton',NOT
'pound femal know',NOT
'time respons beef took three month respond bodi alway take month yall time respons shit',OFF
'fuck',OFF
'day she witch must burn hang sink drown innoc',NOT
'let accus peopl heard “ eric trump made remark ”',NOT
'outsid pussi sister wan na talk',OFF
'& amp serious manner bigot platform run label children black stay school # # maga # kag',OFF
'true justic come soon maga justic',NOT
'compani hire illeg commit crime requir cover legal fee fine hire first place never solv problem strict law pass',NOT
'everi moment best moment world #',NOT
'actual avoid purpl everyon love addict piss peopl color purpl',NOT
'real control issu',NOT
'conserv tri bill clinton idea',NOT
'doesnt leav countri america',OFF
'round alway guest didnt work time rude #',OFF
'miss bone show alright kogasa help back home much true isnt normal self much aggress she gon na kneel kogasa support though',NOT
'fabric flag love patriot',NOT
'attent publish list antifa name trump support high profil mani everyday trump support report twitter still suspend account check',NOT
'boob mass belli',OFF
'obvious care ruin attack conserv left control blind',OFF
'brandon walk away protest march danger left alway turn violenc mask anyth soro gift card know noth violenc capabl understand',NOT
'redneck burn levi theyr wear',OFF
'fuck raven say she mastermind didnt shit bitch sick annoy bore raven tyler play great game even great player said good',OFF
'kirk dougla ',NOT
'possess pass judgment honest judg kavanaugh flaw suspect judgment year long affair like mayor willi brown career back trashi',NOT
'inspir #',NOT
'think mean alan',NOT
'access healthcar improv green job less pollut poison civil right control birth control sound pretti great plan',NOT
'good grief',NOT
'confirm kavanaugh # # nra control # # nra vote # # protect given right # # control # # nra',NOT
'think eye natur',OFF
'mental health kind much less licens #',NOT
'receiv death threat teenag daughter protect famili',OFF
'yaaass thanksred_heart ',NOT
'well realli realli smart noth woodward wrote book true good lord shit hear everyday realli need ope book',OFF
'control kill peopl',OFF
'# walkaway # idiot parti # maga',OFF
'monster hunter',NOT
'keep pelosi money # rednationris # maga # walkaway',NOT
'late ) happi birthday hope great continu person love',NOT
'where antifa alex jone found',NOT
'‘ antifa happi die',NOT
'youll spend final day hell sink',OFF
'stupid make',OFF
'trump post shit know distract someth go #',OFF
'control chicago need right # # # serena # maga',NOT
'need wild wild conserv',NOT
'anoth post design antifa troubl',NOT
'peopl give shit someon health know anyon health look doctor know mani super healthi peopl horrif peopl',OFF
'cant help clean enough breath dont % everyth keep rest poor rememb former claim dont right water hate clueless conserv',NOT
'shouldnt brought trump need insist proof lie trump win either',NOT
'# maga empti ralli sheep toward',NOT
'surpris didnt shoot student prove control import glad dont send kid colleg wast money turn head',OFF
'best player world right matter time world realiz',NOT
'guilti liber ploy',NOT
'make polit issu die mani peopl die daili special death sympathi corrupt',NOT
'thank larg corpor go nose reason ask employ peopl might want leav repres part mani peopl pension',NOT
'',NOT
'courag thumbs_up clapping_hand clapping_hand shed better she charg hate crime # maga # buildthewal # lockthemallup #',NOT
'goe show delud sever occas appoint ground fact keep get delus thinking_fac pouting_fac',NOT
'inspir mani peopl play',NOT
'need know liber repres parti well',NOT
'sean # metoo movement seek ‘ divid women & got ta stand jeff # maga # wwg1wga # confirmkavanaugh',OFF
'amen readi folded_hand revolving_heart revolving_heart revolving_heart folded_hand',NOT
'# putin everi # maga',OFF
'anyon guess & amp week world end friday give money & amp tomorrow know everyth listen # maga',OFF
'keep good work protect free speech call crimin # # bbc # # # # # brexit # may # corbyn # labour # conserv # # # # # # politicsl',NOT
'sexual issu kid liber ridicul',OFF
'control work',NOT
'believ melania trump abus woman mayb physic definit mental husband afraid speak',OFF
'couldnt agre union attack politic turn press releas wrote last year',NOT
'still feel miss never know senior next year doesnt help team',NOT
'wonder talk mother speech today friend bless strong famili blue_heart',NOT
'hous eye waving_hand waving_hand waving_hand waving_hand',NOT
'demand better time around kavanaugh survivor alway ask safe wrote right conserv tell #',NOT
'fuck yeah',OFF
'becam alcohol becam year loos weight hollywood doesnt look good weight gon na walk stalk might order #',OFF
'sadli given hypocrit uneth behaviour day view claim alleg made huge degre',OFF
'hate think irrelev opinion matter bitch',OFF
'fuck',OFF
'hope work futur good realli like # drama deserv',NOT
'need play posit ( ) even track back good thing finish',NOT
'stop_sign review news stop_sign backhand_index_pointing_right priceless moment rachel maddow bill clinton hillari kavanaugh process # maga united_st # # prolif',NOT
'michael ( ) said someth similar today great tweet away follow',NOT
'maga hat',NOT
