@relation Train
@attribute word_tokenize string
@attribute subtask_b {UNT,TIN}
@data
'eric crook that',TIN
'said mani time liber conserv side back pocket canadian',TIN
'think pope other prosecut cover protect child rapist',TIN
'peopl dead shoot california thought & amp prayer work good control',UNT
'forget #',TIN
'idiot smart either',TIN
'whistl minut never vote liber thing moder accept liber mean hide hate scum fool think give shit',TIN
'holi shit lawyer fals footbal player head',TIN
'shit',TIN
'jone ban violat twitter blue spew wors kind shit go play anyon ban card shouldnt peopl receiv ban #',TIN
'suck pouting_fac pouting_fac pouting_fac pouting_fac pouting_fac pouting_fac',UNT
'anoth realli stupid singl issu anyth get mock belief',TIN
'she great comedian',TIN
'think hope someon care even',TIN
'',UNT
'presid trump promis real reason hate',TIN
'fault isnt make father anyth father coward question hand throat time',TIN
'beto advoc control leav',TIN
'control',UNT
'even # # # # men theyd call youth & amp # # hypocrit # & amp maga',UNT
'expect emerg messag trump say collus gon na someon # resist # maga',TIN
'actual',TIN
'tell suck sure',TIN
'presid isnt radic anyth that much # # greatawaken',TIN
'favor control that correct say',TIN
'thing antifa coward bitch smart',TIN
'forget speak speak delusion disgust truth worth trash pick come',TIN
'sick dude',TIN
'liber investig liber believ trump order investig privat citizen dictat',TIN
'antifa anti fascist ( told wouldnt throw unless',TIN
'bodi',UNT
'canadian live canada special forc handl everyth ( beaming_face_with_smiling_ey beaming_face_with_smiling_ey anti tank weapon ( lack control fuck part countri mani moron gun',TIN
'fault blame',TIN
'# # maga good day',TIN
'hahaha lunat liber busi signal still dont',TIN
'# feinstein need husband investig # china deal post offic deal',TIN
'well weve fuck almost fan',TIN
'bitch wan na know',TIN
'still go jail #',TIN
'fuck world free spout bullshit jail even investig rape',TIN
'absolut hilari liber predict',TIN
'fool',TIN
'she',TIN
'isnt much liber ignor know mani thing arent',TIN
'realli side mess peopl side cardi talk bout shit',TIN
'gone high rolling_on_the_floor_laugh',TIN
'wonder dem idiot fine exampl teach protest dem grow becom presid antifa',TIN
'hate speech main stream media need lock daili democrat liber progress look march sign & amp speech definit hate speech',TIN
'come liber dont question',UNT
'full shit',TIN
'talk dont need excus need money ” skull face_with_tears_of_joy',TIN
'drop go actor deal',UNT
'that true theresa call conserv enough',TIN
'republican parti sexual assault girl judg sit highest court land make decis women health # maga',TIN
'dope',TIN
'conserv mean peopl work tax help support peopl guess dumb think appreci instead want start pay tax much love spend',TIN
'weird invit hunt goal find “ ” feel need prove didnt care enough either go join unamused_fac',UNT
'sorri ask',TIN
'clapping_hand clapping_hand clapping_hand clapping_hand clapping_hand clapping_hand get neg anyon alway defend behavior show littl girl clapping_hand clapping_hand clapping_hand clapping_hand clapping_hand',TIN
'( confirm ) done deal said said she leftist antifa nobodi',TIN
'serious lie',TIN
'pussi differ time never black life',TIN
'long went follow ( who quit possibl pay servic ) point ( dont rememb who ) get guy asshol bill',TIN
'opportunist liar proven whole argument fake news',TIN
'clinton class respons idiot like land twitter jail ( total worth hope offic',TIN
'conserv keep tell million immigr ruin economi number sever time help',TIN
'# # # conserv must answer crime # # # tori #',TIN
'refuge destroy countri radic islam countri # # # canada # conserv',TIN
'isnt propaganda push corpor lobbi group care profit profit idea rest look ar15 stuck',TIN
'major suicid provid evid control reduc homicid',TIN
'sorri democrat parti parti hate form antifa final back offic economi peopl job liber peopl trashi ignor thing',TIN
'fuck that racist dont wan na dude call selfish want report',TIN
'think victim feel sure fine death threat insult she get spew fine christian conserv',UNT
'done knowledg base drunk lie',TIN
'vote cruz beto part deep state turn control back corrupt liber',TIN
'stop pretend cathol church seat satan earth',TIN
'absolut furiou fellow conserv sound credibl true guy memori goe back day',TIN
'flag she “ professor ” liber school she “ healthi relationship men ” she antifa stop conserv judg presid trump even',TIN
'among friend terrorist love terrorist',TIN
'creepi pedo desper tri relev world trump',TIN
'trump done',TIN
'antifa hold posit polic racist kill gener call attack enforc attack cancer bodi attack bodi even system',TIN
'tough it ‘ s easi hold fuck hard',TIN
'still rememb show suck',UNT
'girl said “ what fuck ” wish money concert reaction lmao',TIN
'vile tri portray bitch time know that control convers paper',TIN
'say wors clue shit gon na terribl that case gon na explod',TIN
'liar hilari clinton',TIN
'correct liber deliber',TIN
'cant even listen idiot liber seem short',TIN
'allow control wouldnt happen',TIN
'realli thought come back',TIN
'# republican grow ball start play dirti liber asshol',TIN
'fake news propaganda enemi countri',TIN
'brain effect attorney america mayb effect brain meant',TIN
'caus theyr asshol',TIN
'still find hilari peopl think liter respons comment liber upset get liber upset kind accomplish',TIN
'woman town asshol driver follow home beat',TIN
'nut imagin devil',TIN
'that lobbi govern fund use argu control gun home dont make quit opposit',TIN
'vote known racist',TIN
'amaz democrat alway lead poll liber live poll control liber insan',TIN
'worth slap cock # # smiling_face_with_sunglass',TIN
'swear glad never drunk shit tryna',UNT
'presid',TIN
'suck',TIN
'love cop much make life goal away tool need stop crime live risk support antifa thug assault cop cop bastard',TIN
'liber realli display hate & amp messag divis republican realli need advantag welcom disgust democrat enough parti & amp want polici & amp insult',TIN
'# liber # conserv # & amp # global & amp # # # constitut & amp # justic # # corrupt & amp # collus # %',TIN
'arent make woman make liber support cover woman bodi garbag might rape given moment',TIN
'# kavanaugh cant back nomin couldnt back # charg follow dem back congress investig conserv impeach high crime & amp',TIN
'part know she sick know crook life she sick woman soul',TIN
'fuck doesnt matter found dead secret dead ignor someon',UNT
'left lean freak attack attack back mani conserv happi bitch complain fire peopl left energi lot thing dont chang go loos',TIN
'communist destroy america lock trump2020 united_st',TIN
'speak drug & amp addict',UNT
'yeah sure antifa antifascist free speech everyon liber conserv centrist fascist communist anarchist live fascist state ban think hate speech',TIN
'somehow trump help wonder thing want away religion',TIN
'talk chines leader see',TIN
'bitch took year',TIN
'look extra tori version 2018 must escap nightmar still polit tori dont want',TIN
'refuge marijuana control',UNT
'retweet time maga trump2020 beyond',TIN
'anyon assault harass stay sexual harass coach rememb yesterday almost scum',TIN
'kind class take class',TIN
'dont door',TIN
'liber sure walk danger line',TIN
'cheater casey ',TIN
'kerri full shit undermin thing know iran babi want keep matter cost',TIN
'media stop report happen view perhap view conserv america want know voic watch rest busi watch hollywood liber',TIN
'altern peopl die hurrican half',TIN
'how fund page work believ anita antifa left head full crap keep drink smoke',TIN
'dear endors made your view left hate presid your moron run hope beat',TIN
'right thing # liber # democrat rapist crimin kiss white',TIN
'good start remind peopl worst administr histori obama help black hispan presid sent plane fill cash iran sent gun mexico kill peopl start control riot start riot',TIN
'yall bitch',TIN
'antifa need good beat',TIN
'complet reason govt lie plane hit clearli backhand_index_pointing_down_mediumlight_skin_ton backhand_index_pointing_down_mediumlight_skin_ton backhand_index_pointing_down_mediumlight_skin_ton backhand_index_pointing_down_mediumlight_skin_ton backhand_index_pointing_down_mediumlight_skin_ton backhand_index_pointing_down_mediumlight_skin_ton backhand_index_pointing_down_mediumlight_skin_ton backhand_index_pointing_down_mediumlight_skin_ton backhand_index_pointing_down_mediumlight_skin_ton',TIN
'million kid poverti screw univers credit system economi list common build countri noth',TIN
'snowflak liber',TIN
'republican constantli tell respect enforc ignor control',TIN
'shit',UNT
'send anoth',TIN
'face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy ass even believ truth truth lmao & amp know water damn cant even believ come lie mouth',TIN
'shit',TIN
'fear white peopl',TIN
'anoth illeg antifa girl',TIN
'trump call trudeau dishonest weak conserv conserv canada trump support accept fall trump tabl',TIN
'love first girl crush first heard hardcor stan',TIN
'conserv antifa left wing terror group use fascist tactic violenc silenc oppos view differ “ ” brown shirt thug',TIN
'terrorist croni unfit hold public offic proper # brexit support tori wipe polit',TIN
'wit report time obviou truth isnt qualifi conserv judg push “ presid ” legal jeopardi & amp judg believ sit potu',TIN
'wait liber feed poor famili',TIN
'thank stand decenc liber left tactic lie hour lefti liber hater stori stink outsid # maga # tcot',TIN
'well unless live anoth countri presid long shot nobodi want hillari caus knew useless obama polici noth',TIN
'democrat continu prove crazi',TIN
'get death dont wait',TIN
'dude walk maga shirt ( mean fuck dude much left grinning_squinting_fac grinning_squinting_fac grinning_squinting_fac',TIN
'least know call',TIN
'that anoth crazi absolut correct mess presid head hand gone jail monster',TIN
'coward',TIN
'watch entir match serena lucki didnt match upset give warn coach coach even admit noth wrong enforc rule serena',TIN
